class id,course prefix,course number,section,term,call number,class title,class subtitle,status,instructors,schedule,enrollment,max enroll,core area,sess,ues,ues+,ues%,col,dept,act,sess,insts,asst count,textbooks,syllabus
hlth4380.0w1.17s,hlth,4380 ,0w1 ,17s,24097 ,Special Topics in Healthcare ,INFO & RESOURCES FOR HLTH CARE,Open,Stephanie Isham,-schedule is not posted or not applicable-,38,2, ,1,do_eval,,,is,is,lec,1,sisham,0, ,syl
hlth4380.001.17s,hlth,4380 ,001 ,17s,24132 ,Special Topics in Healthcare ,HEALTH AND SPORT,Open,Ryan Savard,Tues & Thurs : 10:00am-11:15am : CB2_1.202,34,6, ,1,do_eval,,,is,is,lec,1,rrs170330,0,"9781492514220,9781492501626 ",syl
hlth4380.0w2.17s,hlth,4380 ,0w2 ,17s,24144 ,Special Topics in Healthcare ,INFO & RESOURCES FOR HLTH CARE,Open,Stephanie Isham,-schedule is not posted or not applicable-,39,1, ,1,do_eval,,,is,is,lec,1,sisham,0, ,syl
hlth4380.004.17s,hlth,4380 ,004 ,17s,27810 ,Special Topics in Healthcare ,CLIMATE CHANGE IN HEALTHCARE,Closed,Azadeh Stark,Fri : 9:00am-11:45am : JO_3.536,15,0, ,1,do_eval,,,is,is,lec,1,ats160030,0, ,syl
hmgt3301.001.17s,hmgt,3301 ,001 ,17s,25182 ,Introduction to Healthcare Management ,,Open,Forney Fleming,Tues & Thurs : 2:30pm-3:45pm : SOM_12.206,59,1, ,1,do_eval,,,mgt,mgmt,lec,1,fwf081000,1,9781284047127 ,syl
hmgt3301.002.17s,hmgt,3301 ,002 ,17s,25183 ,Introduction to Healthcare Management ,,Open,Britt Berrett,Mon & Wed : 4:00pm-5:15pm : SOM_2.801,59,1, ,1,do_eval,,,mgt,mgmt,lec,1,brb051000,1,9781284047127 ,syl
hmgt3301.003.17s,hmgt,3301 ,003 ,17s,25184 ,Introduction to Healthcare Management ,,Open,James Walton,Tues & Thurs : 11:30am-12:45pm : SOM_12.206,44,16, ,1,do_eval,,,mgt,mgmt,lec,1,jww160330,1,9781284047127 ,syl
hmgt3301.004.17s,hmgt,3301 ,004 ,17s,26893 ,Introduction to Healthcare Management ,,Open,Britt Berrett,Mon & Wed : 1:00pm-2:15pm : SOM_12.206,59,1, ,1,do_eval,,,mgt,mgmt,lec,1,brb051000,1,9781284047127 ,syl
hmgt3310.501.17s,hmgt,3310 ,501 ,17s,25234 ,Healthcare Regulatory Environment ,,Open,Kristin Jenkins,Thurs : 7:00pm-9:45pm : SOM_11.210,54,6, ,1,do_eval,,,mgt,mgmt,lec,1,kmj063000,0,9780195159684 ,syl
hmgt3311.002.17s,hmgt,3311 ,002 ,17s,25221 ,Healthcare Accounting ,,Open,Anindita Roy Bardhan,Thurs : 4:00pm-6:45pm : SOM_11.206,14,49, ,1,do_eval,,,mgt,mgmt,lec,1,axb149330,1,"9781118466599,9781118466568 ",syl
hmgt3311.001.17s,hmgt,3311 ,001 ,17s,24912 ,Healthcare Accounting ,,Open,Anindita Roy Bardhan,Tues & Thurs : 1:00pm-2:15pm : SOM_12.222,39,21, ,1,do_eval,,,mgt,mgmt,lec,1,axb149330,1,"9781119334262,9781118466599,9781118466568 ",syl
hmgt4321.501.17s,hmgt,4321 ,501 ,17s,25232 ,Introduction to Healthcare Information Systems ,,Open,Mark Moonesinghe,Fri : 7:00pm-9:45pm : SOM_2.802,28,20, ,1,do_eval,,,mgt,mgmt,lec,1,msm160030,0, ,syl
hmgt6320.501.17s,hmgt,6320 ,501 ,17s,24362 ,The American Healthcare System ,,Open,Forney Fleming,Wed : 7:00pm-9:45pm : SOM_1.117,50,29, ,1,do_eval,,,mgt,mgmt,lec,1,fwf081000,0, ,syl
hmgt6321.501.17s,hmgt,6321 ,501 ,17s,24363 ,Strategic Leadership of Healthcare Organizations ,,Open,Kannan Ramanathan,Tues : 7:00pm-9:45pm : SOM_2.112,29,19, ,1,do_eval,,,mgt,mgmt,lec,1,kxr087000,0,"9781118466469,9781118466742 ",syl
hmgt6323.0w1.17s,hmgt,6323 ,0w1 ,17s,25185 ,Healthcare Informatics ,,Open,Indranil Bardhan,-schedule is not posted or not applicable-,39,16, ,1,do_eval,,,mgt,mgmt,lec,1,bardhan,1,"9781118419366,9781118173534 ",syl
hmgt6324.001.17s,hmgt,6324 ,001 ,17s,24364 ,Healthcare Negotiation and Dispute Resolution ,,Open,Laurie Ziegler,Wed : 4:00pm-6:45pm : SOM_2.714,0,40, ,1,-,,,mgt,mgmt,lec,1,ziegler,1,"9780205609994,9780073530369,9780073530314 ",syl
hmgt6324.0w1.17s,hmgt,6324 ,0w1 ,17s,24948 ,Healthcare Negotiation and Dispute Resolution ,,Open,Laurie Ziegler,-schedule is not posted or not applicable-,0,40, ,1,-,,,mgt,mgmt,lec,1,ziegler,1,"9780205609994,9780073530369,9780073530314 ",syl
hmgt6327.001.17s,hmgt,6327 ,001 ,17s,27854 ,Electronic Health Records Applications ,,Open,Indranil Bardhan,Fri : 4:00pm-6:45pm : SOM_12.210,19,16, ,1,do_eval,,,mgt,mgmt,lec,1,bardhan,1, ,syl
hmgt6330.0w1.17s,hmgt,6330 ,0w1 ,17s,25223 ,"Healthcare Law, Policy and Regulation ",,Open,Kristin Jenkins,-schedule is not posted or not applicable-,51,9, ,1,do_eval,,,mgt,mgmt,lec,1,kmj063000,0, , 
hmgt6336.501.17s,hmgt,6336 ,501 ,17s,24457 ,Information Technology Audit and Risk Management ,,Open,Joseph Mauriello,Thurs : 7:00pm-9:45pm : SOM_1.110,2,77, ,1,-,,,mgt,mgmt,lec,1,jam151430,2, ,syl
hmgt6340.501.17s,hmgt,6340 ,501 ,17s,25187 ,Principles of Hospital Administration ,,Open,Britt Berrett,Mon : 7:00pm-9:45pm : SOM_2.107,13,32, ,1,do_eval,,,mgt,mgmt,lec,1,brb051000,1, , 
hmgt6380.501.17s,hmgt,6380 ,501 ,17s,24458 ,Internal Audit ,,Open,Joseph Mauriello,Wed : 7:00pm-9:45pm : SOM_11.206,2,61, ,1,-,,,mgt,mgmt,lec,1,jam151430,0, ,syl
hmgt6382.001.17s,hmgt,6382 ,001 ,17s,24459 ,Advanced Internal Auditing ,,Open,Joseph Mauriello,Thurs : 4:00pm-6:45pm : SOM_2.102,0,45, ,1,-,,,mgt,mgmt,lec,1,jam151430,1, ,syl
hmgt6v98.016.17s,hmgt,6v98 ,016 ,17s,24366 ,Healthcare Internship ,,Open,Forney Fleming,-schedule is not posted or not applicable-,1,94, ,1,-,,,mgt,mgmt,pra,1,fwf081000,0, , 
hons3199.hn7.17s,hons,3199 ,hn7 ,17s,27626 ,Collegium V Honors Readings ,"INFO AGE: THE GOOD, BAD & UGLY",Open,Samuel Ehrenreich,Wed : 1:00pm-1:50pm : JO_3.536,14,1, ,1,do_eval,,,hons,hons,sem,1,sxe023000,0, , 
hons3199.hn2.17s,hons,3199 ,hn2 ,17s,24156 ,Collegium V Honors Readings ,FOREIGN FILM & POL CULTURE II,Closed,Douglas Dow,Fri : 4:00pm-4:50pm : GC_1.208B,15,0, ,1,do_eval,,,hons,hons,sem,1,dougdow,0, , 
hons3199.hn1.17s,hons,3199 ,hn1 ,17s,24155 ,Collegium V Honors Readings ,MEDICINE POLITICS PHIL III,Closed,Edward Harpham,Mon : 12:00pm-12:50pm : CB3_1.310,12,0, ,1,do_eval,,,hons,hons,sem,1,harpham,0,"9780809078219,9780547053646,9781594203275 ",syl
hons3199.hn3.17s,hons,3199 ,hn3 ,17s,24157 ,Collegium V Honors Readings ,INTERNET & PUBLIC POLICY II,Closed,Ravi Prakash,Fri : 9:00am-9:50am : GC_1.208B,15,0, ,1,do_eval,,,hons,hons,sem,1,ravip,0, ,syl
hons3199.hn4.17s,hons,3199 ,hn4 ,17s,24158 ,Collegium V Honors Readings ,"OUR SENSES, OUR SELVES",Closed,Eva LaDow,Wed : 5:00pm-5:50pm : GC_1.208B,15,0, ,1,do_eval,,,hons,hons,sem,1,esl130130,0,"9781101984321,9780307947437,9781401309442 ",syl
hons3199.hn5.17s,hons,3199 ,hn5 ,17s,24159 ,Collegium V Honors Readings ,POSITIVE PSYCHOLOGY,Open,Joanna Gentsch,Wed : 4:00pm-4:50pm : JO_4.112,14,1, ,1,do_eval,,,hons,hons,sem,1,jgentsch,0,"9780465028023,9780062344014 ", 
hons3199.h10.17s,hons,3199 ,h10 ,17s,24163 ,Collegium V Honors Readings ,EXPLORING RESEARCH,Closed,Eric Kildebeck,Tues : 4:00pm-4:50pm : CB3_1.304,15,0, ,1,do_eval,,,hons,hons,sem,1,ejk018000,0, ,syl
hons3199.h11.17s,hons,3199 ,h11 ,17s,24166 ,Collegium V Honors Readings ,"HUMAN GENETICS, DEV, & DISEASE",Closed,Kelli Carroll,Wed : 6:00pm-6:50pm : GC_1.208B,15,0, ,1,do_eval,,,hons,hons,sem,1,kjc170130,0,"9780142004821,9781476733500,9780307277459 ",syl
hons3199.h13.17s,hons,3199 ,h13 ,17s,27663 ,Collegium V Honors Readings ,SHAKESPEARE ON FILM,Open,Jessica Murphy,Fri : 11:00am-11:50am : GC_1.208B,14,1, ,1,do_eval,,,hons,hons,sem,1,jxm092000,0, ,syl
hons3199.h12.17s,hons,3199 ,h12 ,17s,27606 ,Collegium V Honors Readings ,CRIMINAL MINDS / LETHAL CRIMES,Closed,Denise Boots,Tues : 11:00am-11:50am : SLC_2.202,15,0, ,1,do_eval,,,hons,hons,sem,1,dpb062000,0,"9781616146481,9780671528904,9781400046195 ",syl
hons3199.hn9.17s,hons,3199 ,hn9 ,17s,27605 ,Collegium V Honors Readings ,PAT PERSPECTIVE IN GENOMIC AGE,Closed,Victoria Mgbemena,Wed : 4:00pm-4:50pm : GC_1.208B,15,0, ,1,do_eval,,,hons,hons,sem,1,vem170030,0,"9781439170915,9781476733500 ",syl
hons3199.hn8.17s,hons,3199 ,hn8 ,17s,27604 ,Collegium V Honors Readings ,FAULKNER'S SHORT STORIES II,Closed,Theresa Towner,Mon : 1:00pm-1:50pm : JO_3.536,15,0, ,1,do_eval,,,hons,hons,sem,1,tmtowner,0,9780679764038 ,syl
hons3199.hn6.17s,hons,3199 ,hn6 ,17s,27441 ,Collegium V Honors Readings ,ILLNESS AND LITERATURE,Open,Michael Wilson,Wed : 12:00pm-12:50pm : JO_3.536,14,1, ,1,do_eval,,,hons,hons,sem,1,mwilson,0,"9780571198771,9781558615366 ",syl
huas6312.001.17s,huas,6312 ,001 ,17s,27194 ,Art and Society ,Beauty,Open,"Richard Brettell,Frederick Turner",Mon : 4:00pm-6:45pm : _,8,2, ,1,do_eval,,,ah,ah,lec,1,"brettell,fturner",0,9780813913575 , 
huas6313.601.17s,huas,6313 ,601 ,17s,28134 ,The Business of the Arts ,,Open,Greg Metz,Wed : 7:00pm-9:45pm : AS_1.105,1,18, ,1,-,,,ah,ah,lec,1,glmetz,0, , 
huas6315.002.17s,huas,6315 ,002 ,17s,27828 ,The Arts in Historical Contexts ,ISLAMIC ART: SPAIN TO SE ASIA,Open,"Sabiha Khemir,Melia Belli",Thurs : 1:00pm-3:45pm : _,4,11, ,1,-,,,ah,ah,lec,1,"sxk160330,mxb170930",0, ,syl
huas6343.001.17s,huas,6343 ,001 ,17s,27191 ,Essential Plays ,,Open,Fred Curchack,Mon : 1:00pm-3:45pm : JO_4.112,4,11, ,1,-,,,ah,ah,lec,1,curchack,0,"9780143105282,9780143105169,9781575250656,9780802150325,9780195125986,9780141184296,9781472518385,9781474273886,9781903436592,9780553346114,9780140444254,9784805310335,9781462903634,9780140183740 ",syl
huas6351.501.17s,huas,6351 ,501 ,17s,27600 ,Creating Novels ,,Open,Clay Reynolds,Tues : 7:00pm-9:45pm : JO_4.708,9,10, ,1,do_eval,,,ah,ah,lec,1,clayr,0,"9780060545697,9781862072770,9780684857435,9780393077698,9780393321241 ",syl
huas6352.001.17s,huas,6352 ,001 ,17s,20220 ,Creating Television and Movie Scripts ,,Open,Noah Zisman,Wed : 4:00pm-6:45pm : JO_3.536,7,8, ,1,do_eval,,,ah,ah,lec,1,nxz110630,0,"9781615931088,9781615930586,9780385340502 ",syl
huas6354.502.17s,huas,6354 ,502 ,17s,27445 ,Creating Short Fictions ,,Open,Manuel Martinez,Thurs : 7:00pm-9:45pm : JO_4.502,6,9, ,1,do_eval,,,ah,ah,lec,1,mlm160630,0,"9781555974442,9780385480017 ", 
huas6355.001.17s,huas,6355 ,001 ,17s,27598 ,Creating Nonfictions ,,Open,Betty Wiesepape,Mon : 4:00pm-6:45pm : JO_3.532,7,8, ,1,do_eval,,,ah,ah,lec,1,bet,0,"9780321277619,9780321198174,9780393077698,9780393321241,9781499142235 ",syl
huas6373.001.17s,huas,6373 ,001 ,17s,27049 ,"Studies in Film, Television, and Digital Media ",DOCUMENTARY FILM HISTORY,Open,Shilyh Warren,Tues : 4:00pm-6:45pm : JO_3.536,10,5, ,1,do_eval,,,ah,ah,lec,1,sjw120030,0, ,syl
huas6390.001.17s,huas,6390 ,001 ,17s,20565 ,Special Topics in Aesthetic and Performance Studies ,CREATIVITY: NEW MEDIA EXPLOR,Open,Stephen Lapthisophon,Fri : 2:00pm-4:45pm : CB_1.218,7,8, ,1,do_eval,,,ah,ah,ind,1,sxl043100,0, , 
huas6390.039.17s,huas,6390 ,039 ,17s,28254 ,Special Topics in Aesthetic and Performance Studies ,PHOTOGRAPHY: STUDIO LIGHTNING,Open,Marilyn Waligore,-schedule is not posted or not applicable-,3,27, ,1,-,,,ah,ah,ind,1,waligore,0, ,syl
huas6391.001.17s,huas,6391 ,001 ,17s,20528 ,Creativity: Visual Arts Workshop ,,Open,Greg Metz,Fri : 10:00am-12:45pm : ATC_4.906,11,8, ,1,do_eval,,,ah,ah,lec,1,glmetz,0, , 
huas6393.091.17s,huas,6393 ,091 ,17s,27340 ,Creativity: Time-Based Arts Workshop ,Video Narrative,Open,Thomas Riccio,Sat : 10:00am-4:00pm : JO_4.112,5,10, ,8w2,do_eval,,,ah,ah,lec,8w2,txr033000,0, ,syl
huas6399.501.17s,huas,6399 ,501 ,17s,27443 ,Music in Historical Context ,MEXICO: MUSIC & CULTURE,Open,Enric Madriguera,Wed : 7:00pm-9:45pm : JO_4.112,5,10, ,1,do_eval,,,ah,ah,lec,1,efm011000,0,"9780195340365,9780292713222 ",syl
huas7305.501.17s,huas,7305 ,501 ,17s,27196 ,Advanced Topics in Art History ,SOCIAL HISTORY OF ART,Open,Mark Rosen,Mon : 7:00pm-9:45pm : JO_4.112,8,4, ,1,do_eval,,,ah,ah,lec,1,mxr088000,0,"9780300028294,9780691009032,9781421409887 ",syl
huas7360.001.17s,huas,7360 ,001 ,17s,20384 ,"Advanced Topics in Film, Television, and Digital Media ",HITCHCOCK & INDUSTR AUTHORSHIP,Open,Adrienne McLean,Thurs : 4:00pm-6:45pm : JO_4.112,8,4, ,1,do_eval,,,ah,ah,lec,1,amclean,0, ,syl
huhi6313.001.17s,huhi,6313 ,001 ,17s,27198 ,"Thought, Culture, and Society in Europe ",WEIMAR REPUBLIC,Open,Nils Roemer,Tues : 10:00am-12:45pm : JO_4.112,11,4, ,1,do_eval,,,ah,ah,lec,1,nhr061000,0, , 
huhi6320.001.17s,huhi,6320 ,001 ,17s,20419 ,Perceptions of the Past ,LIT OF VIETNAM & IRAQ WAR,Open,Stephen Rabe,Wed : 1:00pm-3:45pm : JO_4.708,7,12, ,1,do_eval,,,ah,ah,lec,1,rabe,0,"9780805046953,9780805094213,9780195137873,9780060885618,9781501105746,9780140185003,9780742559936,9781594204999,9780802145314,9780802197160,9780802124944,9780802191694,9780395515983,9780316219341,9780393245011,9781400030842 ",syl
huhi6395.001.17s,huhi,6395 ,001 ,17s,20532 ,Topics in the History of Ideas ,Nietzsche,Open,Charles Bambach,Tues : 4:00pm-6:45pm : JO_4.708,15,4, ,1,do_eval,,,ah,ah,lec,1,cbambach,0,"9780631226543,9780140441185,9780394704371 ",syl
huhi7314.001.17s,huhi,7314 ,001 ,17s,20420 ,"Advanced Topics in European Thought, Culture, and Society ",ADOLF EICHMANN,Open,David Patterson,Wed : 10:00am-12:45pm : JO_4.112,3,9, ,1,-,,,ah,ah,lec,1,dxp103120,0,"9780143039884,9780531155769,9780306815393,9780814330876 ",syl
huhi7315.001.17s,huhi,7315 ,001 ,17s,27205 ,"Advanced Topics in Thought, Culture, and Society ",Science and Religion,Open,David Channell,Tues : 1:00pm-3:45pm : JO_4.112,11,1, ,1,do_eval,,,ah,ah,lec,1,channell,0,"9780060609382,9781107664463,9780452286955,9780809136063,9780465075102,9780520056923,9780226482163 ",syl
huhi7340.501.17s,huhi,7340 ,501 ,17s,27206 ,New Currents in the History of Ideas ,AMERICAN ETHNICITY & GENDER,Open,Annelise Heinz,Tues : 7:00pm-9:45pm : JO_4.112,10,2, ,1,do_eval,,,ah,ah,lec,1,amh150930,0,"9780231129411,9780674005358,9780674951914,9781476739410,9780812204599,9780812223033 ",syl
huma1301.014.17s,huma,1301 ,014 ,17s,26992 ,Exploration of the Humanities ,,Open,Terje Saar Hambazaza,Mon & Wed : 4:00pm-5:15pm : JO_4.102,54,16,040 ,1,do_eval,,,ah,ah,lec,1,txs018600,1,"9780679722649,9780143039952,9781563893421,9780743477123,9780743477574 ",syl
huma1301.005.17s,huma,1301 ,005 ,17s,20194 ,Exploration of the Humanities ,,Closed,Sandria Edgar,"Mon, Wed & Fri : 12:00pm-12:50pm : JO_4.102",70,0,040 ,1,do_eval,,,ah,ah,lec,1,slf042000,1,"9780205219643,9780205973798,9780133877700,9780133912999 ",syl
huma1301.hn1.17s,huma,1301 ,hn1 ,17s,20196 ,Exploration of the Humanities ,Collegium V Honors,Closed,Theresa Towner,Tues & Thurs : 10:00am-11:15am : GC_1.208B,25,0,040 ,1,do_eval,,,ah,ah,lec,1,tmtowner,0,"9780143036272,9781594033704,9781594031984,9780879511531,9780439785969,9780451526854,9780140444254,9780140421996 ",syl
huma1301.501.17s,huma,1301 ,501 ,17s,26993 ,Exploration of the Humanities ,,Open,Charles Hatfield,Mon & Wed : 5:30pm-6:45pm : JO_4.102,28,42,040 ,1,do_eval,,,ah,ah,lec,1,cxh074100,1, , 
huma1301.007.17s,huma,1301 ,007 ,17s,20382 ,Exploration of the Humanities ,,Open,Shellie McCullough,"Mon, Wed & Fri : 2:00pm-2:50pm : JO_4.102",69,1,040 ,1,do_eval,,,ah,ah,lec,1,skm022000,1,"9780486264646,9780486110042,9780345404473,9780571198771 ",syl
huma1301.008.17s,huma,1301 ,008 ,17s,20386 ,Exploration of the Humanities ,,Open,Shellie McCullough,"Mon, Wed & Fri : 3:00pm-3:50pm : JO_4.102",44,26,040 ,1,do_eval,,,ah,ah,lec,1,skm022000,1,"9780486264646,9780486110042,9780345404473,9780571198771 ",syl
huma1301.012.17s,huma,1301 ,012 ,17s,26990 ,Exploration of the Humanities ,,Closed,Shazia Ali,Tues & Thurs : 1:00pm-2:15pm : JO_4.102,70,0,040 ,1,do_eval,,,ah,ah,lec,1,shazia,1,"9780393975161,9780140423556,9780312191269,9781319035846 ",syl
huma1301.006.17s,huma,1301 ,006 ,17s,20221 ,Exploration of the Humanities ,,Open,Sandria Edgar,"Mon, Wed & Fri : 1:00pm-1:50pm : JO_4.102",32,38,040 ,1,do_eval,,,ah,ah,lec,1,slf042000,1,"9780205219643,9780205973798,9780133877700,9780133912999 ",syl
huma1301.011.17s,huma,1301 ,011 ,17s,20534 ,Exploration of the Humanities ,,Closed,Kenneth Brewer,Tues & Thurs : 11:30am-12:45pm : JO_4.102,70,0,040 ,1,do_eval,,,ah,ah,lec,1,klb092000,1, ,syl
huma1301.009.17s,huma,1301 ,009 ,17s,20318 ,Exploration of the Humanities ,,Open,Peter Ingrao,Tues & Thurs : 8:30am-9:45am : JO_4.102,68,2,040 ,1,do_eval,,,ah,ah,lec,1,jingrao,1,9781496809704 ,syl
huma1301.001.17s,huma,1301 ,001 ,17s,20017 ,Exploration of the Humanities ,,Open,Joan Mortensen,"Mon, Wed & Fri : 8:00am-8:50am : JO_4.102",20,50,040 ,1,do_eval,,,ah,ah,lec,1,jmorten,1,"9781250045119,9780375709111,9780804810708,9781250029751,9784770019578 ",syl
huma1301.002.17s,huma,1301 ,002 ,17s,20018 ,Exploration of the Humanities ,,Open,Joan Mortensen,"Mon, Wed & Fri : 9:00am-9:50am : JO_4.102",19,51,040 ,1,do_eval,,,ah,ah,lec,1,jmorten,1,"9781250045119,9780375709111,9780804810708,9781250029751,9784770019578 ",syl
huma1301.003.17s,huma,1301 ,003 ,17s,20019 ,Exploration of the Humanities ,,Open,Peter Ingrao,"Mon, Wed & Fri : 10:00am-10:50am : JO_4.102",69,1,040 ,1,do_eval,,,ah,ah,lec,1,jingrao,1,9781496809704 ,syl
huma1301.004.17s,huma,1301 ,004 ,17s,20020 ,Exploration of the Humanities ,,Open,Peter Ingrao,"Mon, Wed & Fri : 11:00am-11:50am : JO_4.102",68,2,040 ,1,do_eval,,,ah,ah,lec,1,jingrao,1,9781496809704 ,syl
huma1301.013.17s,huma,1301 ,013 ,17s,26991 ,Exploration of the Humanities ,,Open,Shazia Ali,Tues & Thurs : 2:30pm-3:45pm : JO_4.102,64,6,040 ,1,do_eval,,,ah,ah,lec,1,shazia,1,"9780393975161,9780140423556,9780312191269,9781319035846 ",syl
huma3351.001.17s,huma,3351 ,001 ,17s,27211 ,Introduction to Islamic Culture ,,Open,Zafar Anjum,Tues & Thurs : 4:00pm-5:15pm : JO_4.502,29,1, ,1,do_eval,,,ah,ah,lec,1,zxa110730,0,"9780500291580,9780500772539 ", 
huma6300.501.17s,huma,6300 ,501 ,17s,20092 ,Interdisciplinary Approaches to the Arts and Humanities ,,Open,Rainer Schulte,Thurs : 7:00pm-9:45pm : JO_3.908,7,12, ,1,do_eval,,,ah,ah,lec,1,schulte,0,"9780807064733,9780819561213,9780374521363,9780684829579,9780451531766,9780253203182,9781621389996,9780226458120,9780226048710,9780674678569,9780810924857 ", 
huma6320.501.17s,huma,6320 ,501 ,17s,27212 ,French Review ,,Open,MIchelle Prud'homme,Mon : 7:00pm-9:45pm : CB_1.223,4,11, ,1,-,,,ah,ah,lec,1,mxp010110,0,9780133316032 , 
huma8v99.068.17s,huma,8v99 ,068 ,17s,28430 ,Dissertation ,,Open,Richard Brettell,-schedule is not posted or not applicable-,1,9, ,8w2,-,,,ah,ah,dsr,8w2,brettell,0, , 
husl6304.001.17s,husl,6304 ,001 ,17s,20453 ,Studies in Literary Themes ,Beauty,Open,"Richard Brettell,Frederick Turner",Mon : 4:00pm-6:45pm : _,8,2, ,1,do_eval,,,ah,ah,lec,1,"brettell,fturner",0, ,syl
husl6310.001.17s,husl,6310 ,001 ,17s,27736 ,Studies in Literary Interpretation ,Professing Literature,Open,Patricia Michaelson,Wed : 10:00am-12:45pm : JO_4.708,11,8, ,1,do_eval,,,ah,ah,lec,1,pmichael,0,"9781118008225,9780470484104,9781551111803,9780253223562,9780393966404 ",syl
husl6316.001.17s,husl,6316 ,001 ,17s,27214 ,Critical Theory: Major Schools ,,Open,Kenneth Brewer,Mon : 1:00pm-3:45pm : JO_4.708,11,8, ,1,do_eval,,,ah,ah,lec,1,klb092000,0,9780393932928 ,syl
husl6318.001.17s,husl,6318 ,001 ,17s,27215 ,Visual Culture ,,Open,Ashley Barnes,Wed : 4:00pm-6:45pm : JO_4.708,5,14, ,1,do_eval,,,ah,ah,lec,1,axb162631,0,"9780486408828,9780393966466,9780486285122,9780486111155,9780813511702,9780486264738,9780486110554,9780486111483,9780486408859 ",syl
husl6350.501.17s,husl,6350 ,501 ,17s,27573 ,Literature of the Nineteenth Century ,,Open,Dennis Walsh,Wed : 7:00pm-9:45pm : JO_3.536,8,7, ,1,do_eval,,,ah,ah,lec,1,dpw031000,0,9780393934779 ,syl
husl6370.501.17s,husl,6370 ,501 ,17s,27219 ,Studies in Literature and Ideas ,FANTASY & THE SHORT STORY,Open,Rene Prieto,Mon : 7:00pm-9:45pm : JO_4.708,13,6, ,1,do_eval,,,ah,ah,lec,1,rxp113230,0, , 
husl6372.501.17s,husl,6372 ,501 ,17s,27220 ,Literature and Society ,American Popular Literature,Open,Erin Smith,Thurs : 7:00pm-9:45pm : JO_4.708,7,12, ,1,do_eval,,,ah,ah,sem,1,erins,0,"9780813540764,9780446690294,9780195042399,9780679722649,9780486789620,9780486791845,9780743270106,9781593080389,9780674738997 ",syl
husl6378.501.17s,husl,6378 ,501 ,17s,20573 ,Literature and the Holocaust ,,Open,Zsuzsanna Ozsvath,Wed : 7:00pm-9:45pm : JO_4.708,8,7, ,1,do_eval,,,ah,ah,sem,1,zozsvath,0,"9781611450842,9780140186246,9780801856532,9780684826806,9789631361964,9781585670161,9780810116863,9780812968637 ",syl
husl6380.001.17s,husl,6380 ,001 ,17s,27221 ,The Art and Craft of Translation ,,Open,Sean Cotter,Tues : 1:00pm-3:45pm : JO_4.708,4,15, ,1,-,,,ah,ah,lec,1,sjc010100,0,"9780231535021,9780231159692,9780300171303,9780465010981,9780819565808,9780856463426 ",syl
husl7309.501.17s,husl,7309 ,501 ,17s,27223 ,Advanced Studies in Literary Movements ,JEWISH LITERATURE,Open,David Patterson,Thurs : 7:00pm-9:45pm : JO_4.112,8,4, ,1,do_eval,,,ah,ah,lec,1,dxp103120,0,"9780143105602,9780874412352,9780810112599,9780142000427,9780679729266,9780824604356,9780300092455,9780300110692,9780374531539,9780805210583 ",syl
husl7360.001.17s,husl,7360 ,001 ,17s,20629 ,Advanced Studies in Twentieth Century Literature ,American Modernist Twenties,Open,Timothy Redman,Sat : 1:00pm-3:45pm : JO_4.708,9,10, ,1,do_eval,,,ah,ah,lec,1,redman,0, ,syl
ims3310.001.17s,ims,3310 ,001 ,17s,24518 ,International Business ,,Closed,Shawn Carraher,Fri : 10:00am-12:45pm : SOM_2.103,49,0, ,1,do_eval,,,mgt,mgmt,lec,1,smc130730,0,"9781133485933,9781285528489 ",syl
ims3310.002.17s,ims,3310 ,002 ,17s,24519 ,International Business ,,Closed,Soo Jung Kim,"Mon, Wed & Fri : 12:00pm-12:50pm : SOM_12.218",49,0, ,1,do_eval,,,mgt,mgmt,lec,1,sxk129030,0, ,syl
ims3310.003.17s,ims,3310 ,003 ,17s,24520 ,International Business ,,Open,Habte Woldu,Mon & Wed : 1:00pm-2:15pm : SOM_2.107,48,1, ,1,do_eval,,,mgt,mgmt,lec,1,wolduh,1,9781259317224 ,syl
ims3310.004.17s,ims,3310 ,004 ,17s,24521 ,International Business ,,Open,Shawn Carraher,Mon & Wed : 2:30pm-3:45pm : SOM_2.107,47,2, ,1,do_eval,,,mgt,mgmt,lec,1,smc130730,0,"9781133485933,9781285528489 ",syl
ims3310.005.17s,ims,3310 ,005 ,17s,24522 ,International Business ,,Open,Jane Salk,Tues & Thurs : 8:30am-9:45am : SOM_2.107,41,8, ,1,do_eval,,,mgt,mgmt,lec,1,jes025000,1,"9781305627215,9781305560376 ",syl
ims3310.006.17s,ims,3310 ,006 ,17s,24523 ,International Business ,,Open,Jane Salk,Tues & Thurs : 10:00am-11:15am : SOM_2.107,48,1, ,1,do_eval,,,mgt,mgmt,lec,1,jes025000,1,"9781305627215,9781305560376 ",syl
ims3310.501.17s,ims,3310 ,501 ,17s,24524 ,International Business ,,Open,Nikunj Nirmal,Mon & Wed : 5:30pm-6:45pm : SOM_2.103,47,2, ,1,do_eval,,,mgt,mgmt,lec,1,nxn110230,0,9781259317224 ,syl
ims3310.502.17s,ims,3310 ,502 ,17s,24525 ,International Business ,,Open,Wing Tsang,Fri : 7:00pm-9:45pm : SOM_2.804,30,19, ,1,do_eval,,,mgt,mgmt,lec,1,wkt071000,1, ,syl
