class id,course prefix,course number,section,term,call number,class title,class subtitle,status,instructors,schedule,enrollment,max enroll,core area,sess,ues,ues+,ues%,col,dept,act,sess,insts,asst count,textbooks,syllabus
biol3388.001.17s,biol,3388 ,001 ,17s,27803 ,Honey Bee Biology ,,Open,Scott Rippel,MF : 10:00am-11:15am : ATC_2.602,29,1, ,1,do_eval,,,nsm,biol,lec,1,rippel,0,9781878075291 ,syl
biol3455.301.17s,biol,3455 ,301 ,17s,26027 ,Human Anatomy and Physiology with Lab I ,,Open,"Nancy Ballard,Ruben Ramirez",Wed : 4:00pm-6:45pm : SLC_2.206,29,1, ,1,do_eval,,,nsm,biol,lab,1,"nmb160030,rdr092000",0,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3455.001.17s,biol,3455 ,001 ,17s,26365 ,Human Anatomy and Physiology with Lab I ,,Open,Ruben Ramirez,Mon : 4:00pm-6:45pm : FN_2.102,172,8, ,1,do_eval,,,nsm,biol,lec,1,rdr092000,0,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3455.302.17s,biol,3455 ,302 ,17s,26366 ,Human Anatomy and Physiology with Lab I ,,Open,"Nancy Ballard,Ruben Ramirez",Tues : 1:00pm-3:45pm : SLC_2.206,29,1, ,1,do_eval,,,nsm,biol,lab,1,"nmb160030,rdr092000",0,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3455.303.17s,biol,3455 ,303 ,17s,25841 ,Human Anatomy and Physiology with Lab I ,,Closed,Ruben Ramirez,Tues : 4:00pm-6:45pm : SLC_2.206,30,0, ,1,do_eval,,,nsm,biol,lab,1,rdr092000,0,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3455.801.17s,biol,3455 ,801 ,17s,25842 ,Human Anatomy and Physiology with Lab I ,,Open,"Nancy Ballard,Ruben Ramirez",Wed : 7:00pm-9:45pm : SLC_2.206,22,8, ,1,do_eval,,,nsm,biol,lab,1,"nmb160030,rdr092000",0,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3455.304.17s,biol,3455 ,304 ,17s,27833 ,Human Anatomy and Physiology with Lab I ,,Closed,"Nancy Ballard,Ruben Ramirez",Tues : 10:00am-12:45pm : SLC_2.206,30,0, ,1,do_eval,,,nsm,biol,lab,1,"nmb160030,rdr092000",0,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3455.802.17s,biol,3455 ,802 ,17s,26163 ,Human Anatomy and Physiology with Lab I ,,Open,Ruben Ramirez,Tues : 7:00pm-9:45pm : SLC_2.206,23,7, ,1,do_eval,,,nsm,biol,lab,1,rdr092000,0,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3455.305.17s,biol,3455 ,305 ,17s,28236 ,Human Anatomy and Physiology with Lab I ,,Open,"Nancy Ballard,Ruben Ramirez",Wed : 10:00am-12:45pm : SLC_2.206,16,14, ,1,do_eval,,,nsm,biol,lab,1,"nmb160030,rdr092000",0, ,syl
biol3455.501.17s,biol,3455 ,501 ,17s,28314 ,Human Anatomy and Physiology with Lab I ,,Open,Ruben Ramirez,Mon : 7:00pm-9:45pm : FN_2.104,7,33, ,1,do_eval,,,nsm,biol,lec,1,rdr092000,0, , 
biol3456.302.17s,biol,3456 ,302 ,17s,26086 ,Human Anatomy and Physiology with Lab II ,,Open,Wen Yu,Fri : 10:00am-12:45pm : SLC_2.206,21,7, ,1,do_eval,,,nsm,biol,lab,1,why061000,2,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3456.305.17s,biol,3456 ,305 ,17s,26696 ,Human Anatomy and Physiology with Lab II ,,Open,"Nancy Ballard,Wen Yu",Fri : 1:00pm-3:45pm : SLC_2.206,21,11, ,1,do_eval,,,nsm,biol,lab,1,"nmb160030,why061000",0,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3456.001.17s,biol,3456 ,001 ,17s,25827 ,Human Anatomy and Physiology with Lab II ,,Open,Wen Yu,Tues : 4:00pm-6:45pm : HH_2.402,133,55, ,1,do_eval,,,nsm,biol,lec,1,why061000,2,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3456.301.17s,biol,3456 ,301 ,17s,25843 ,Human Anatomy and Physiology with Lab II ,,Open,Wen Yu,Thurs : 4:00pm-6:45pm : SLC_2.206,29,3, ,1,do_eval,,,nsm,biol,lab,1,why061000,1,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3456.303.17s,biol,3456 ,303 ,17s,25844 ,Human Anatomy and Physiology with Lab II ,,Open,"Brenna Hill,Wen Yu",Thurs : 10:00am-12:45pm : SLC_2.206,30,2, ,1,do_eval,,,nsm,biol,lab,1,"brh140230,why061000",1,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3456.304.17s,biol,3456 ,304 ,17s,26164 ,Human Anatomy and Physiology with Lab II ,,Closed,"Brenna Hill,Wen Yu",Thurs : 1:00pm-3:45pm : SLC_2.206,32,0, ,1,do_eval,,,nsm,biol,lab,1,"brh140230,why061000",1,"9780803646940,9780803632813,9781617310676,9781617310669,9781617310683,9780134045580,9780134584928 ",syl
biol3520.001.17s,biol,3520 ,001 ,17s,27795 ,General Microbiology with Lab ,,Open,Ernest Hannig,Tues & Thurs : 4:00pm-5:15pm : FO_3.222,26,4, ,1,do_eval,,,nsm,biol,lec,1,hannig,5,"9780805327328,9780321840226,9780133558876,9780132324601 ", 
biol3520.601.17s,biol,3520 ,601 ,17s,27796 ,General Microbiology with Lab ,,Open,Ernest Hannig,Tues & Thurs : 6:00pm-8:30pm : SLC_2.216,14,2, ,1,do_eval,,,nsm,biol,lab,1,hannig,0, , 
biol3520.602.17s,biol,3520 ,602 ,17s,27797 ,General Microbiology with Lab ,,Open,Ernest Hannig,WF : 6:00pm-8:30pm : SLC_2.216,12,4, ,1,do_eval,,,nsm,biol,lab,1,hannig,0, , 
biol3v00.001.17s,biol,3v00 ,001 ,17s,27827 ,Topics in Biological Sciences ,CLINICAL PATHOPHYSIOLOGY,Closed,Ilya Sapozhnikov,Tues & Thurs : 1:00pm-2:15pm : ECSS_2.201,45,-5, ,1,do_eval,,,nsm,biol,lec,1,isapoz,0,"9781437717815,9780323286046 ",syl
biol3v84.pac.17s,biol,3v84 ,pac ,17s,26529 ,Clinical Medicine IV ,,Closed,Cristina Gonzalez,Tues : 1:00pm-4:00pm : _,20,0, ,1,do_eval,,,nsm,biol,lec,1,cxg042000,0, , 
biol4310.001.17s,biol,4310 ,001 ,17s,26170 ,Cellular Microbiology ,,Open,Mehmet Candas,Fri : 10:00am-12:45pm : SOM_2.722,74,6, ,1,do_eval,,,nsm,biol,lec,1,candas,0, , 
biol4345.001.17s,biol,4345 ,001 ,17s,25829 ,Immunobiology ,,Open,John Burr,Fri : 1:00pm-3:45pm : JO_3.516,52,4, ,1,do_eval,,,nsm,biol,lec,1,burr,0,"9780815341468,9780815344667,9781317511571 ",syl
biol4350.001.17s,biol,4350 ,001 ,17s,25830 ,Medical Microbiology ,,Open,Ruben Ramirez,Mon & Wed : 11:30am-12:45pm : SOM_12.210,36,13, ,1,do_eval,,,nsm,biol,lec,1,rdr092000,0,"9780323086929,9780323278690 ",syl
biol4360.001.17s,biol,4360 ,001 ,17s,26409 ,Evolution and Development ,,Closed,Elizabeth Pickett,Mon & Wed : 11:30am-12:45pm : FN_2.204,15,0, ,1,do_eval,,,nsm,biol,lec,1,eaw016100,0,"9781118298770,9781405186582 ",syl
biol4371.001.17s,biol,4371 ,001 ,17s,27700 ,General and Molecular Virology ,,Open,Ernest Hannig,Tues & Thurs : 2:30pm-3:45pm : FO_3.222,4,26, ,1,-,,,nsm,biol,lec,1,hannig,0, , 
biol4380.304.17s,biol,4380 ,304 ,17s,26173 ,Cell and Molecular Biology Laboratory ,,Open,Jing Pan,Thurs : 8:30am-12:30pm : SLC_2.216,21,1, ,1,do_eval,,,nsm,biol,lab,1,jxp134330,1, , 
biol4380.001.17s,biol,4380 ,001 ,17s,25837 ,Cell and Molecular Biology Laboratory ,,Open,"Irina Borovkov,Jing Pan",Mon : 1:00pm-2:15pm : FN_2.102,97,13, ,1,do_eval,,,nsm,biol,lec,1,"ixb053000,jxp134330",5, ,syl
biol4380.301.17s,biol,4380 ,301 ,17s,25838 ,Cell and Molecular Biology Laboratory ,,Open,Irina Borovkov,Tues : 1:30pm-5:30pm : SLC_2.216,19,3, ,1,do_eval,,,nsm,biol,lab,1,ixb053000,0, , 
biol4380.302.17s,biol,4380 ,302 ,17s,25839 ,Cell and Molecular Biology Laboratory ,,Open,Irina Borovkov,Wed : 8:30am-12:30pm : SLC_2.216,16,6, ,1,do_eval,,,nsm,biol,lab,1,ixb053000,0, , 
biol4380.303.17s,biol,4380 ,303 ,17s,25840 ,Cell and Molecular Biology Laboratory ,,Open,Jing Pan,Wed : 1:30pm-5:30pm : SLC_2.216,21,1, ,1,do_eval,,,nsm,biol,lab,1,jxp134330,1, , 
biol4380.305.17s,biol,4380 ,305 ,17s,26267 ,Cell and Molecular Biology Laboratory ,,Open,Irina Borovkov,Thurs : 1:30pm-5:30pm : SLC_2.216,20,2, ,1,do_eval,,,nsm,biol,lab,1,ixb053000,0, , 
biol4385.001.17s,biol,4385 ,001 ,17s,26567 ,Oral Histology and Embryology ,,Open,David Murchison,Mon & Wed : 8:30am-9:45am : FN_2.106,35,1, ,1,do_eval,,,nsm,biol,lec,1,dfm100020,0,"9780323082563,9780323101295,9780323291002 ",syl
biol4461.001.17s,biol,4461 ,001 ,17s,25860 ,Biophysical Chemistry ,,Open,Duane Winkler,Mon & Wed : 9:30am-11:15am : FO_3.616,30,1, ,1,do_eval,,,nsm,biol,lec,1,ddw130330,0,9780470856024 ,syl
biol4v00.001.17s,biol,4v00 ,001 ,17s,26665 ,Special Topics in Biology ,APPLIED GENETICS,Closed,Vinita Hajeri,WF : 2:30pm-3:45pm : SLC_1.214,15,-3, ,1,do_eval,,,nsm,biol,lec,1,vxh151030,1, ,syl
biol4v00.002.17s,biol,4v00 ,002 ,17s,27981 ,Special Topics in Biology ,APPLIED GENETICS,Closed,Vinita Hajeri,Mon & Wed : 10:00am-11:15am : SLC_1.214,16,-4, ,1,do_eval,,,nsm,biol,lec,1,vxh151030,1, ,syl
biol4v01.001.17s,biol,4v01 ,001 ,17s,26439 ,Topics in Biological Sciences with Lab ,MAMMALIAN PHYSIOLOGY WITH LAB,Closed,Brenna Hill,Mon : 12:00pm-3:45pm : SLC_2.206,16,-2, ,1,do_eval,,,nsm,biol,llb,1,brh140230,0, ,syl
biol4v40.002.17s,biol,4v40 ,002 ,17s,26023 ,Special Topics in Molecular and Cell Biology ,Molecular Evolution,Open,Alonso Morcos Gonzalez,Tues & Thurs : 10:00am-11:15am : CB3_1.308,3,16, ,1,-,,,nsm,biol,llb,1,afg150230,0,"9780878932665,9780307277459 ",syl
biol4v95.pac.17s,biol,4v95 ,pac ,17s,26530 ,Advanced Topics in Biology ,CAPSTONE SEMINAR/THESIS,Closed,Monique Duncan,-schedule is not posted or not applicable-,20,0, ,1,do_eval,,,nsm,biol,ind,1,mxd127830,0, , 
biol5381.001.17s,biol,5381 ,001 ,17s,25873 ,Genomics ,,Open,Lee Bulla,Tues & Thurs : 11:30am-12:45pm : FO_3.616,17,2, ,1,do_eval,,,nsm,biol,lec,1,bulla,0, , 
biol5410.001.17s,biol,5410 ,001 ,17s,26265 ,Biochemistry ,,Open,"Jung-Whan Kim,Hyuntae Yoo",Tues & Thurs : 1:00pm-2:45pm : FO_3.616,28,12, ,1,do_eval,,,nsm,biol,lec,1,"jxk132330,hxy103120",1, , 
biol5440.001.17s,biol,5440 ,001 ,17s,25874 ,Cell Biology ,,Open,"Gail Breen,Nikki Delk,Rockford Draper",Tues & Thurs : 3:00pm-4:45pm : FO_3.616,32,13, ,1,do_eval,,,nsm,biol,lec,1,"breen,nad140230,draper",0,"9781464102301,9781464183393,9781464187490 ",syl
biol5v95.001.17s,biol,5v95 ,001 ,17s,26470 ,Advanced Topics in Molecular and Cell Biology: Individual Instruction ,MOLECULAR NEUROPATHOLOGY II,Open,"Heng Du,Uma Srikanth",Fri : 9:30am-12:15pm : SLC_2.203,13,11, ,1,do_eval,,,nsm,biol,ind,1,"hxd131030,ukrish",1, ,syl
biol6252.001.17s,biol,6252 ,001 ,17s,25875 ,Current Research in Molecular Biology ,,Open,Tae Hoon Kim,Mon : 1:00pm-2:50pm : FO_3.616,10,32, ,1,do_eval,,,nsm,biol,lec,1,txk142630,0, ,syl
biol6315.001.17s,biol,6315 ,001 ,17s,26864 ,Epigenetics ,Epigenetics,Closed,Tae Hoon Kim,Tues & Thurs : 10:00am-11:15am : CB_1.219,19,0, ,1,do_eval,,,nsm,biol,lec,1,txk142630,0, ,syl
biol6331.001.17s,biol,6331 ,001 ,17s,26599 ,Molecular Genetics ,,Open,"Jeff Dejong,Zachary Campbell",-schedule is not posted or not applicable-,3,7, ,1,-,,,nsm,biol,ind,1,"dejong,zxc153030",0, , 
biol6333.001.17s,biol,6333 ,001 ,17s,26671 ,"Macromolecules: Structure, Function, and Dynamics ",,Open,Duane Winkler,-schedule is not posted or not applicable-,2,28, ,1,-,,,nsm,biol,ind,1,ddw130330,0, , 
biol6337.001.17s,biol,6337 ,001 ,17s,26172 ,Regulation of Gene Expression ,,Open,Jeff Dejong,Mon & Wed : 10:00am-11:15am : FO_3.222,11,20, ,1,do_eval,,,nsm,biol,lec,1,dejong,0, ,syl
biol6351.001.17s,biol,6351 ,001 ,17s,25876 ,Cellular and Molecular Biology of the Immune System ,,Closed,John Burr,-schedule is not posted or not applicable-,25,-17, ,1,do_eval,,,nsm,biol,lec,1,burr,0,"9780815341468,9780815344667,9781317511571 ",syl
biol6352.001.17s,biol,6352 ,001 ,17s,25877 ,Modern Biochemistry I ,,Open,"Robert Marsh,Stephen Spiro",-schedule is not posted or not applicable-,2,18, ,1,-,,,nsm,biol,ind,1,"rmarsh,sxs067400",0, , 
biol6353.001.17s,biol,6353 ,001 ,17s,25878 ,Modern Biochemistry II ,,Open,"Mehmet Candas,Lawrence Reitzer",-schedule is not posted or not applicable-,5,15, ,1,do_eval,,,nsm,biol,ind,1,"candas,reitzer",3, ,syl
biol6356.001.17s,biol,6356 ,001 ,17s,25879 ,Eukaryotic Molecular and Cell Biology ,,Open,"John Burr,Uma Srikanth",-schedule is not posted or not applicable-,11,9, ,1,do_eval,,,nsm,biol,ind,1,"burr,ukrish",0,"9781429234139,9781464127465 ",syl
biol6360.001.17s,biol,6360 ,001 ,17s,26165 ,Medical Cell Biology for Biotechnology ,,Open,Gail Breen,-schedule is not posted or not applicable-,3,7, ,1,-,,,nsm,biol,ind,1,breen,2, , 
biol6384.001.17s,biol,6384 ,001 ,17s,25880 ,Biotechnology Laboratory ,,Closed,"Gail Breen,Mehmet Candas,Lan Guo,Li Liu",Mon & Wed : 11:30am-12:20pm : FO_3.616,14,-2, ,1,do_eval,,,nsm,biol,lec,1,"breen,candas,lxg132130,lliu",4, , 
biol6384.301.17s,biol,6384 ,301 ,17s,25881 ,Biotechnology Laboratory ,,Closed,"Gail Breen,Mehmet Candas,Lan Guo,Li Liu",Mon : 1:00pm-5:00pm : FO_3.206,8,-2, ,1,do_eval,,,nsm,biol,lab,1,"breen,candas,lxg132130,lliu",0, , 
biol6384.302.17s,biol,6384 ,302 ,17s,26088 ,Biotechnology Laboratory ,,Closed,"Gail Breen,Mehmet Candas,Lan Guo,Li Liu",Wed : 1:00pm-5:00pm : FO_3.206,6,0, ,1,do_eval,,,nsm,biol,lab,1,"breen,candas,lxg132130,lliu",0, , 
biol6385.001.17s,biol,6385 ,001 ,17s,26080 ,Computational Biology ,,Open,"Pradipta Ray,Michael Zhang",Tues & Thurs : 2:30pm-3:45pm : CB_1.214,5,11, ,1,do_eval,,,nsm,biol,lec,1,"prr105020,mqz091000",0,"9780521629713,9781107085015 ",syl
biol6v02.001.17s,biol,6v02 ,001 ,17s,25778 ,The Art of Scientific Presentation ,,Open,Jung-Whan Kim,Wed : 1:00pm-2:15pm : FO_3.616,16,26, ,1,do_eval,,,nsm,biol,lec,1,jxk132330,0, ,syl
biol6v50.017.17s,biol,6v50 ,017 ,17s,26268 ,Internship in Biotechnology/Biomedicine ,,Open,Hyuntae Yoo,-schedule is not posted or not applicable-,0,10, ,1,-,,,nsm,biol,pra,1,hxy103120,0, , 
biol6v95.001.17s,biol,6v95 ,001 ,17s,26694 ,Advanced Topics in Molecular and Cell Biology: Individual Instruction ,Molecular Evolution,Open,Alonso Morcos Gonzalez,-schedule is not posted or not applicable-,4,6, ,1,-,,,nsm,biol,ind,1,afg150230,0,"9780878932665,9780307277459 ",syl
bis3190.0w2.17s,bis,3190 ,0w2 ,17s,24049 ,Library Research Skills ,,Closed,"Christopher Edwards,James Mcallister",-schedule is not posted or not applicable-,31,-1, ,1,do_eval,,,is,is,lec,1,"cwe011000,jtm140230",0, , 
bis3190.0h1.17s,bis,3190 ,0h1 ,17s,24067 ,Library Research Skills ,,Open,"Christopher Edwards,James Mcallister",Tues : 1:00pm-2:15pm : MC_2.524,11,22, ,1,do_eval,,,is,is,lec,1,"cwe011000,jtm140230",0, , 
bis3190.0w1.17s,bis,3190 ,0w1 ,17s,24100 ,Library Research Skills ,,Closed,"Christopher Edwards,James Mcallister",-schedule is not posted or not applicable-,31,-1, ,1,do_eval,,,is,is,lec,1,"cwe011000,jtm140230",0, ,syl
bis3320.501.17s,bis,3320 ,501 ,17s,24005 ,The Nature of Intellectual Inquiry ,,Open,David Wright,Fri : 7:00pm-9:45pm : HH_2.502,38,11, ,1,do_eval,,,is,is,lec,1,wright,0,"9780826194268,9780826194190 ",syl
bis3320.001.17s,bis,3320 ,001 ,17s,24006 ,The Nature of Intellectual Inquiry ,,Open,Larissa Werhnyak,Mon & Wed : 10:00am-11:15am : HH_2.502,46,3, ,1,do_eval,,,is,is,lec,1,lxw163630,0,"9781433805615,9780374530716,9780553380927 ",syl
bis3320.002.17s,bis,3320 ,002 ,17s,24007 ,The Nature of Intellectual Inquiry ,,Open,Larissa Werhnyak,Mon & Wed : 1:00pm-2:15pm : CB2_1.204,29,1, ,1,do_eval,,,is,is,lec,1,lxw163630,0,"9781433805615,9780374530716,9780553380927 ",syl
bis3320.003.17s,bis,3320 ,003 ,17s,24008 ,The Nature of Intellectual Inquiry ,,Closed,Tonja Wissinger,Tues & Thurs : 11:30am-12:45pm : CB2_1.204,32,0, ,1,do_eval,,,is,is,lec,1,twissin,0,"9781433805615,9780374530716,9780553380927 ",syl
bis4306.0w1.17s,bis,4306 ,0w1 ,17s,24037 ,Strategies for Diversity in Education ,,Closed,Carrie Simpson,-schedule is not posted or not applicable-,30,0, ,1,do_eval,,,is,is,lec,1,cms131030,0,"9780345472328,9780871205124,9781416600954,9781416612674 ",syl
bis4310.091.17s,bis,4310 ,091 ,17s,24083 ,Co-op Education ,,Open,Michael Choate,-schedule is not posted or not applicable-,2,28, ,8w2,-,,,is,is,pra,8w2,mchoate,0, , 
bis4310.001.17s,bis,4310 ,001 ,17s,24009 ,Co-op Education ,,Open,Michael Choate,-schedule is not posted or not applicable-,4,26, ,1,-,,,is,is,pra,1,mchoate,0, ,syl
bis4v02.011.17s,bis,4v02 ,011 ,17s,24131 ,Independent Study ,,Open,Cristina Gonzalez,-schedule is not posted or not applicable-,5,25, ,1,do_eval,,,is,is,ind,1,cxg042000,0, , 
bis4v04.096.17s,bis,4v04 ,096 ,17s,24126 ,Internship ,,Open,Michael Choate,-schedule is not posted or not applicable-,1,29, ,8w2,-,,,is,is,pra,8w2,mchoate,0, , 
bis4v04.001.17s,bis,4v04 ,001 ,17s,24004 ,Internship ,,Open,Susan Chizeck,-schedule is not posted or not applicable-,8,22, ,1,do_eval,,,is,is,pra,1,chizeck,0, ,syl
bis4v04.002.17s,bis,4v04 ,002 ,17s,24010 ,Internship ,,Open,Susan Chizeck,-schedule is not posted or not applicable-,0,30, ,1,-,,,is,is,pra,1,chizeck,0, , 
blaw2301.001.17s,blaw,2301 ,001 ,17s,24471 ,Business and Public Law ,,Open,Christina Betanzos,"Mon, Wed & Fri : 9:00am-9:50am : SOM_1.102",75,4, ,1,do_eval,,,mgt,mgmt,lec,1,clb120030,1,9781305717091 ,syl
blaw2301.002.17s,blaw,2301 ,002 ,17s,24472 ,Business and Public Law ,,Closed,Matthew Polze,"Mon, Wed & Fri : 11:00am-11:50am : SOM_1.212",125,0, ,1,do_eval,,,mgt,mgmt,lec,1,mmp062000,1,9781305717091 ,syl
blaw2301.003.17s,blaw,2301 ,003 ,17s,25045 ,Business and Public Law ,,Closed,Matthew Polze,"Mon, Wed & Fri : 12:00pm-12:50pm : SOM_1.212",125,0, ,1,do_eval,,,mgt,mgmt,lec,1,mmp062000,1,9781305717091 ,syl
blaw2301.501.17s,blaw,2301 ,501 ,17s,24731 ,Business and Public Law ,,Open,Christina Betanzos,Mon : 7:00pm-9:45pm : SOM_1.117,72,38, ,1,do_eval,,,mgt,mgmt,lec,1,clb120030,1,9781305717091 ,syl
blaw2301.004.17s,blaw,2301 ,004 ,17s,26783 ,Business and Public Law ,,Open,Matthew Polze,Tues & Thurs : 10:00am-11:15am : SOM_1.212,123,2, ,1,do_eval,,,mgt,mgmt,lec,1,mmp062000,1,9781305717091 ,syl
blaw4310.001.17s,blaw,4310 ,001 ,17s,24732 ,Current Issues in Business and Law ,,Open,Matthew Polze,Tues & Thurs : 11:30am-12:45pm : SOM_1.212,54,36, ,1,do_eval,,,mgt,mgmt,lec,1,mmp062000,1, ,syl
bmen1208.111.17s,bmen,1208 ,111 ,17s,27719 ,Introduction to Bioengineering II ,,Open,Soudeh Ardestani Khoubrouy,Tues : 10:00am-12:45pm : ML1_1.122,10,8, ,1,do_eval,,,ecs,bien,llb,1,sxa074200,1, ,syl
bmen1208.104.17s,bmen,1208 ,104 ,17s,27333 ,Introduction to Bioengineering II ,,Open,Clark Meyer,Wed : 1:00pm-3:45pm : ML1_1.122,15,3, ,1,do_eval,,,ecs,bien,llb,1,cam140130,1, ,syl
bmen1208.102.17s,bmen,1208 ,102 ,17s,27331 ,Introduction to Bioengineering II ,,Open,Clark Meyer,Wed : 10:00am-12:45pm : ML1_1.122,15,3, ,1,do_eval,,,ecs,bien,llb,1,cam140130,1, ,syl
bmen1208.106.17s,bmen,1208 ,106 ,17s,27335 ,Introduction to Bioengineering II ,,Open,Clark Meyer,Tues : 4:00pm-6:45pm : ML1_1.122,10,8, ,1,do_eval,,,ecs,bien,llb,1,cam140130,1, ,syl
bmen1208.101.17s,bmen,1208 ,101 ,17s,27330 ,Introduction to Bioengineering II ,,Open,Clark Meyer,Wed : 10:00am-12:45pm : ML1_1.118,17,1, ,1,do_eval,,,ecs,bien,llb,1,cam140130,1, ,syl
bmen1208.103.17s,bmen,1208 ,103 ,17s,27332 ,Introduction to Bioengineering II ,,Open,Clark Meyer,Wed : 1:00pm-3:45pm : ML1_1.118,13,5, ,1,do_eval,,,ecs,bien,llb,1,cam140130,1, ,syl
bmen1208.107.17s,bmen,1208 ,107 ,17s,27336 ,Introduction to Bioengineering II ,,Closed,Soudeh Ardestani Khoubrouy,Thurs : 1:00pm-3:45pm : ML1_1.118,19,0, ,1,do_eval,,,ecs,bien,llb,1,sxa074200,1, ,syl
bmen1208.109.17s,bmen,1208 ,109 ,17s,27338 ,Introduction to Bioengineering II ,,Open,"Kathleen Myers,Soudeh Ardestani Khoubrouy",Tues : 1:00pm-3:45pm : ML1_1.122,8,10, ,1,do_eval,,,ecs,bien,llb,1,"kxm156530,sxa074200",1, ,syl
bmen1208.110.17s,bmen,1208 ,110 ,17s,27607 ,Introduction to Bioengineering II ,,Open,Soudeh Ardestani Khoubrouy,Tues : 10:00am-12:45pm : ML1_1.118,9,9, ,1,do_eval,,,ecs,bien,llb,1,sxa074200,2, ,syl
bmen2320.001.17s,bmen,2320 ,001 ,17s,22935 ,Statics ,,Open,Allison Case,Tues & Thurs : 1:00pm-2:15pm : SLC_2.302,22,18, ,1,do_eval,,,ecs,bien,lec,1,abc130530,1,"9780134246192,9780134229287 ",syl
bmen2320.002.17s,bmen,2320 ,002 ,17s,27324 ,Statics ,,Open,Allison Case,Tues & Thurs : 11:30am-12:45pm : CB3_1.306,17,32, ,1,do_eval,,,ecs,bien,lec,1,abc130530,1,"9780134246192,9780134229287 ",syl
bmen3130.106.17s,bmen,3130 ,106 ,17s,27325 ,Engineering Physiology Laboratory ,,Closed,"Kathleen Myers,Allison Case",Mon : 10:00am-12:45pm : ML1_1.110,18,0, ,1,do_eval,,,ecs,bien,lab,1,"kxm156530,abc130530",1,"9780321981226,9780134079813 ",syl
bmen3130.101.17s,bmen,3130 ,101 ,17s,22888 ,Engineering Physiology Laboratory ,,Closed,Allison Case,Wed : 10:00am-12:45pm : ML1_1.110,18,0, ,1,do_eval,,,ecs,bien,lab,1,abc130530,1, ,syl
bmen3130.103.17s,bmen,3130 ,103 ,17s,22889 ,Engineering Physiology Laboratory ,,Closed,Allison Case,Wed : 10:00am-12:45pm : ML1_1.114,18,0, ,1,do_eval,,,ecs,bien,lab,1,abc130530,1, ,syl
bmen3130.104.17s,bmen,3130 ,104 ,17s,22890 ,Engineering Physiology Laboratory ,,Open,Heather Hayenga,Tues : 1:00pm-3:45pm : ML1_1.110,17,1, ,1,do_eval,,,ecs,bien,lab,1,hnh130330,2, ,syl
bmen3130.105.17s,bmen,3130 ,105 ,17s,22891 ,Engineering Physiology Laboratory ,,Closed,Heather Hayenga,Tues : 1:00pm-3:45pm : ML1_1.114,18,0, ,1,do_eval,,,ecs,bien,lab,1,hnh130330,0, ,syl
bmen3130.107.17s,bmen,3130 ,107 ,17s,27326 ,Engineering Physiology Laboratory ,,Closed,"Kathleen Myers,Allison Case",Mon : 10:00am-12:45pm : ML1_1.114,18,0, ,1,do_eval,,,ecs,bien,lab,1,"kxm156530,abc130530",1,"9780321981226,9780134079813 ",syl
bmen3150.103.17s,bmen,3150 ,103 ,17s,22776 ,Biomedical Engineering Laboratory ,,Closed,Joe Pacheco,Tues : 10:00am-12:45pm : ML1_1.114,14,0, ,1,do_eval,,,ecs,bien,lab,1,jxp142030,1, ,syl
bmen3150.102.17s,bmen,3150 ,102 ,17s,22714 ,Biomedical Engineering Laboratory ,,Closed,Tariq Ali,Tues : 4:00pm-6:45pm : ML1_1.114,14,0, ,1,do_eval,,,ecs,bien,lab,1,tma051000,2, ,syl
bmen3150.107.17s,bmen,3150 ,107 ,17s,27328 ,Biomedical Engineering Laboratory ,,Closed,Tariq Ali,Wed : 4:00pm-6:45pm : ML1_1.110,14,0, ,1,do_eval,,,ecs,bien,lab,1,tma051000,1, ,syl
bmen3150.106.17s,bmen,3150 ,106 ,17s,23223 ,Biomedical Engineering Laboratory ,,Closed,Patrick Winter,Fri : 10:00am-12:45pm : ML1_1.114,12,0, ,1,do_eval,,,ecs,bien,lab,1,pxw151030,3, ,syl
bmen3150.108.17s,bmen,3150 ,108 ,17s,27329 ,Biomedical Engineering Laboratory ,,Closed,Tariq Ali,Wed : 4:00pm-6:45pm : ML1_1.114,14,0, ,1,do_eval,,,ecs,bien,lab,1,tma051000,1, ,syl
